dimension,kappa_true,population_r_bar,mpmath_mle,method,kind,kappa_hat,abs_error,rel_error
4096,50.0,0.012205213689448007,50.0,Converged Newton (SciPy),converged,49.987796602443375,0.012203397556625362,0.00024406795113250722
4096,50.0,0.012205213689448007,50.0,Banerjee (Torch),closed_form,50.00000181613282,1.8161328227961349e-06,3.63226564559227e-08
4096,50.0,0.012205213689448007,50.0,Sra two-step (CUSF),sra,49.99999999998327,1.673328142715036e-11,3.346656285430072e-13
4096,50.0,0.012205213689448007,50.0,Converged Newton (CUSF),converged,49.999999999975515,2.4485302674293052e-11,4.897060534858611e-13
4096,50.0,0.012205213689448007,50.0,SciPy Brent,reference,,,
4096,50.0,0.012205213689448007,50.0,Direct likelihood,reference,50.00000287853787,2.8785378702878006e-06,5.757075740575601e-08
4096,200.0,0.04871231751559789,200.0,Banerjee,closed_form,200.0001152038379,0.0001152038379075293,5.760191895376466e-07
4096,200.0,0.04871231751559789,200.0,Sra two-step (SciPy),sra,,,
4096,200.0,0.04871231751559789,200.0,Converged Newton (SciPy),converged,199.95140288632228,0.04859711367771524,0.0002429855683885762
4096,200.0,0.04871231751559789,200.0,Banerjee (Torch),closed_form,200.0001152038379,0.0001152038379075293,5.760191895376466e-07
4096,200.0,0.04871231751559789,200.0,Sra two-step (CUSF),sra,200.0000000002034,2.0341417439340148e-10,1.0170708719670073e-12
4096,200.0,0.04871231751559789,200.0,Converged Newton (CUSF),converged,200.00000000005437,5.4370730140362866e-11,2.718536507018143e-13
4096,200.0,0.04871231751559789,200.0,SciPy Brent,reference,,,
4096,200.0,0.04871231751559789,200.0,Direct likelihood,reference,200.00022804355066,0.00022804355066341486,1.1402177533170743e-06
4096,1000.0,0.2311067167883069,1000.0,Banerjee,closed_form,1000.0117083751377,0.011708375137686744,1.1708375137686743e-05
4096,1000.0,0.2311067167883069,1000.0,Sra two-step (SciPy),sra,,,
4096,1000.0,0.2311067167883069,1000.0,Converged Newton (SciPy),converged,999.7806016583494,0.2193983416506171,0.0002193983416506171
4096,1000.0,0.2311067167883069,1000.0,Banerjee (Torch),closed_form,1000.0117083751377,0.011708375137686744,1.1708375137686743e-05
4096,1000.0,0.2311067167883069,1000.0,Sra two-step (CUSF),sra,999.9999999995583,4.416733645484783e-10,4.4167336454847825e-13
4096,1000.0,0.2311067167883069,1000.0,Converged Newton (CUSF),converged,999.999999980647,1.935302407218842e-08,1.9353024072188418e-11
4096,1000.0,0.2311067167883069,1000.0,SciPy Brent,reference,,,
4096,1000.0,0.2311067167883069,1000.0,Direct likelihood,reference,1000.0247332041276,0.02473320412764224,2.4733204127642237e-05
