dimension,kappa_true,population_r_bar,mpmath_mle,method,kind,kappa_hat,abs_error,rel_error
1024,200.0,0.18839306996248453,200.0,Converged Newton (SciPy),converged,199.9999999792237,2.077629801533476e-08,1.038814900766738e-10
1024,200.0,0.18839306996248453,200.0,Banerjee (Torch),closed_form,200.0064353701964,0.0064353701964137144,3.217685098206857e-05
1024,200.0,0.18839306996248453,200.0,Sra two-step (CUSF),sra,200.000000000021,2.100364326906856e-11,1.050182163453428e-13
1024,200.0,0.18839306996248453,200.0,Converged Newton (CUSF),converged,199.99999997924897,2.075103111565113e-08,1.0375515557825565e-10
1024,200.0,0.18839306996248453,200.0,SciPy Brent,reference,199.99999999996007,3.993250174971763e-11,1.9966250874858816e-13
1024,200.0,0.18839306996248453,200.0,Direct likelihood,reference,5.097102752202275e-12,199.9999999999949,0.9999999999999746
1024,1000.0,0.611599968624106,999.9999999999998,Banerjee,closed_form,1000.1663367849138,0.16633678491382398,0.000166336784913824
1024,1000.0,0.611599968624106,999.9999999999998,Sra two-step (SciPy),sra,999.9999999999995,4.547473508864641e-13,4.547473508864641e-16
1024,1000.0,0.611599968624106,999.9999999999998,Converged Newton (SciPy),converged,999.9999999999995,4.547473508864641e-13,4.547473508864641e-16
1024,1000.0,0.611599968624106,999.9999999999998,Banerjee (Torch),closed_form,1000.1663367849138,0.16633678491382398,0.000166336784913824
1024,1000.0,0.611599968624106,999.9999999999998,Sra two-step (CUSF),sra,999.9999999997804,2.1964297047816217e-10,2.1964297047816216e-13
1024,1000.0,0.611599968624106,999.9999999999998,Converged Newton (CUSF),converged,999.9999999997804,2.1964297047816217e-10,2.1964297047816216e-13
1024,1000.0,0.611599968624106,999.9999999999998,SciPy Brent,reference,1000.0000000000084,8.412825991399586e-12,8.412825991399586e-15
1024,1000.0,0.611599968624106,999.9999999999998,Direct likelihood,reference,1000.0000166128087,1.6612808735771978e-05,1.6612808735771976e-08
4096,1.0,0.00024414061045518846,1.0,Banerjee,closed_form,1.0000000000145377,1.453770437365165e-11,1.453770437365165e-11
4096,1.0,0.00024414061045518846,1.0,Sra two-step (SciPy),sra,,,
4096,1.0,0.00024414061045518846,1.0,Converged Newton (SciPy),converged,0.9997558594040825,0.00024414059591748583,0.00024414059591748583
4096,1.0,0.00024414061045518846,1.0,Banerjee (Torch),closed_form,1.0000000000145377,1.453770437365165e-11,1.453770437365165e-11
4096,1.0,0.00024414061045518846,1.0,Sra two-step (CUSF),sra,1.0000000000022866,2.2866153415179724e-12,2.2866153415179724e-12
4096,1.0,0.00024414061045518846,1.0,Converged Newton (CUSF),converged,1.0000000000145377,1.453770437365165e-11,1.453770437365165e-11
4096,1.0,0.00024414061045518846,1.0,SciPy Brent,reference,,,
4096,1.0,0.00024414061045518846,1.0,Direct likelihood,reference,0.9999999849115006,1.5088499449866788e-08,1.5088499449866788e-08
4096,10.0,0.0024413917053599473,10.0,Banerjee,closed_form,10.000000014537365,1.4537365089495324e-08,1.4537365089495325e-09
4096,10.0,0.0024413917053599473,10.0,Sra two-step (SciPy),sra,,,
4096,10.0,0.0024413917053599473,10.0,Converged Newton (SciPy),converged,9.997558622832006,0.0024413771679938634,0.00024413771679938635
4096,10.0,0.0024413917053599473,10.0,Banerjee (Torch),closed_form,10.000000014537365,1.4537365089495324e-08,1.4537365089495325e-09
4096,10.0,0.0024413917053599473,10.0,Sra two-step (CUSF),sra,10.000000000000668,6.679101716144942e-13,6.679101716144942e-14
4096,10.0,0.0024413917053599473,10.0,Converged Newton (CUSF),converged,10.000000014537365,1.4537365089495324e-08,1.4537365089495325e-09
4096,10.0,0.0024413917053599473,10.0,SciPy Brent,reference,,,
4096,10.0,0.0024413917053599473,10.0,Direct likelihood,reference,9.999999877883216,1.2211678424023376e-07,1.2211678424023375e-08
4096,50.0,0.012205213689448007,50.0,Banerjee,closed_form,50.00000181613282,1.8161328227961349e-06,3.63226564559227e-08
4096,50.0,0.012205213689448007,50.0,Sra two-step (SciPy),sra,,,
