dimension,kappa_true,num_samples,replicate,r_bar,mpmath_mle,method,kind,kappa_hat,numerical_rel_error,statistical_rel_error
3,1000.0,10000,11,0.9989999379875403,999.937991385583,Banerjee (Torch),closed_form,1000.4367411830149,0.0004987807261335812,0.00043674118301487397
3,1000.0,10000,12,0.9990000532603692,1000.0532632060432,Banerjee (Torch),closed_form,1000.5520131475819,0.000498723377932639,0.0005520131475818744
3,1000.0,10000,13,0.9990075961573787,1007.6543006510323,Banerjee (Torch),closed_form,1008.1530600230342,0.0004949707173181177,0.008153060023034186
3,1000.0,10000,14,0.9989898695543756,989.9711510842474,Banerjee (Torch),closed_form,990.4698882935542,0.000503789639486528,0.009530111706445837
3,1000.0,10000,15,0.9989999135475328,999.913555006197,Banerjee (Torch),closed_form,1000.4123047730332,0.0004987928849839643,0.00041230477303315637
3,1000.0,10000,16,0.9989842162072038,984.4614642326977,Banerjee (Torch),closed_form,984.9601943739283,0.0005066019944409746,0.015039805626071712
3,1000.0,10000,17,0.9990049070085448,1004.9312060148804,Banerjee (Torch),closed_form,1005.4299620247881,0.0004963086099052501,0.005429962024788097
3,1000.0,10000,18,0.9990077600364845,1007.8207256004997,Banerjee (Torch),closed_form,1008.319485177412,0.0004948891843984987,0.008319485177412048
3,1000.0,10000,19,0.9990287847656417,1029.6378852219498,Banerjee (Torch),closed_form,1030.136671084936,0.0004844284288148597,0.030136671084936097
3,1000.0,10000,0,0.99897598801967,976.5510748006702,Sra two-step (CUSF),sra,976.5510747884671,1.2496166842608947e-11,0.023448925211532922
3,1000.0,10000,1,0.9990002598483193,1000.2599158580041,Sra two-step (CUSF),sra,1000.2599158025088,5.548089997338567e-11,0.0002599158025087718
3,1000.0,10000,2,0.998983334593514,983.6077765804574,Sra two-step (CUSF),sra,983.6077765733228,7.253546631869126e-12,0.01639222342667722
3,1000.0,10000,3,0.998995873197469,995.8901579754335,Sra two-step (CUSF),sra,995.890157989388,1.4012078324489263e-11,0.004109842010612055
3,1000.0,10000,4,0.9990070905723085,1007.1412075570739,Sra two-step (CUSF),sra,1007.1412075146841,4.2089274501925455e-11,0.007141207514684084
3,1000.0,10000,5,0.998999415858758,999.4161997797411,Sra two-step (CUSF),sra,999.4161997833654,3.626453510923555e-12,0.0005838002166345859
3,1000.0,10000,6,0.9990054646826564,1005.4947095000925,Sra two-step (CUSF),sra,1005.4947095455997,4.525845378144467e-11,0.005494709545599676
3,1000.0,10000,7,0.9989819624522499,982.2820407852752,Sra two-step (CUSF),sra,982.2820407486005,3.7336213231230206e-11,0.01771795925139952
3,1000.0,10000,8,0.9990228868302622,1023.4229063439319,Sra two-step (CUSF),sra,1023.4229063014303,4.152887007423264e-11,0.023422906301430315
3,1000.0,10000,9,0.9990034741060434,1003.486217532798,Sra two-step (CUSF),sra,1003.4862175361667,3.356951624917662e-12,0.0034862175361666916
3,1000.0,10000,10,0.9989992292824131,999.2298759612777,Sra two-step (CUSF),sra,999.229875973081,1.1812405570256133e-11,0.0007701240269190066
3,1000.0,10000,11,0.9989999379875403,999.937991385583,Sra two-step (CUSF),sra,999.9379913885284,2.9455812431031655e-12,6.200861147158321e-05
3,1000.0,10000,12,0.9990000532603692,1000.0532632060432,Sra two-step (CUSF),sra,1000.0532632564581,5.041219781972195e-11,5.3263256458080834e-05
3,1000.0,10000,13,0.9990075961573787,1007.6543006510323,Sra two-step (CUSF),sra,1007.6543006266334,2.421356278821101e-11,0.007654300626633357
3,1000.0,10000,14,0.9989898695543756,989.9711510842474,Sra two-step (CUSF),sra,989.9711510353126,4.9430525264406826e-11,0.010028848964687427
3,1000.0,10000,15,0.9989999135475328,999.913555006197,Sra two-step (CUSF),sra,999.9135550288626,2.2667476952787857e-11,8.64449711374391e-05
3,1000.0,10000,16,0.9989842162072038,984.4614642326977,Sra two-step (CUSF),sra,984.4614641942866,3.9017418032980215e-11,0.015538535805713422
3,1000.0,10000,17,0.9990049070085448,1004.9312060148804,Sra two-step (CUSF),sra,1004.9312060235969,8.673711675767141e-12,0.004931206023596929
3,1000.0,10000,18,0.9990077600364845,1007.8207256004997,Sra two-step (CUSF),sra,1007.8207255580494,4.2120908080596045e-11,0.007820725558049389
3,1000.0,10000,19,0.9990287847656417,1029.6378852219498,Sra two-step (CUSF),sra,1029.6378851904656,3.0577939989224595e-11,0.029637885190465566
3,1000.0,10000,0,0.99897598801967,976.5510748006702,Converged Newton (CUSF),converged,976.5510747884671,1.2496166842608947e-11,0.023448925211532922
3,1000.0,10000,1,0.9990002598483193,1000.2599158580041,Converged Newton (CUSF),converged,1000.2599158025088,5.548089997338567e-11,0.0002599158025087718
3,1000.0,10000,2,0.998983334593514,983.6077765804574,Converged Newton (CUSF),converged,983.6077765733228,7.253546631869126e-12,0.01639222342667722
3,1000.0,10000,3,0.998995873197469,995.8901579754335,Converged Newton (CUSF),converged,995.890157989388,1.4012078324489263e-11,0.004109842010612055
3,1000.0,10000,4,0.9990070905723085,1007.1412075570739,Converged Newton (CUSF),converged,1007.1412075146841,4.2089274501925455e-11,0.007141207514684084
3,1000.0,10000,5,0.998999415858758,999.4161997797411,Converged Newton (CUSF),converged,999.4161997833654,3.626453510923555e-12,0.0005838002166345859
3,1000.0,10000,6,0.9990054646826564,1005.4947095000925,Converged Newton (CUSF),converged,1005.4947095455997,4.525845378144467e-11,0.005494709545599676
3,1000.0,10000,7,0.9989819624522499,982.2820407852752,Converged Newton (CUSF),converged,982.2820407486005,3.7336213231230206e-11,0.01771795925139952
3,1000.0,10000,8,0.9990228868302622,1023.4229063439319,Converged Newton (CUSF),converged,1023.4229063014303,4.152887007423264e-11,0.023422906301430315
3,1000.0,10000,9,0.9990034741060434,1003.486217532798,Converged Newton (CUSF),converged,1003.4862175361667,3.356951624917662e-12,0.0034862175361666916
3,1000.0,10000,10,0.9989992292824131,999.2298759612777,Converged Newton (CUSF),converged,999.229875973081,1.1812405570256133e-11,0.0007701240269190066
3,1000.0,10000,11,0.9989999379875403,999.937991385583,Converged Newton (CUSF),converged,999.9379913885284,2.9455812431031655e-12,6.200861147158321e-05
3,1000.0,10000,12,0.9990000532603692,1000.0532632060432,Converged Newton (CUSF),converged,1000.0532632564581,5.041219781972195e-11,5.3263256458080834e-05
3,1000.0,10000,13,0.9990075961573787,1007.6543006510323,Converged Newton (CUSF),converged,1007.6543006266334,2.421356278821101e-11,0.007654300626633357
3,1000.0,10000,14,0.9989898695543756,989.9711510842474,Converged Newton (CUSF),converged,989.9711510353126,4.9430525264406826e-11,0.010028848964687427
