method,1,64,4096,65536,1048576
Banerjee,51062.100320849575,3639878.101874128,118152715.03004912,267859032.44394895,290032431.1759481
Banerjee (Torch),67990.2137038129,4388370.154912418,191993910.70135915,185763854.3986161,1214508164.2825618
Converged Newton (CUSF),4260.613173120162,247701.98078409408,2189008.252071116,2401953.435017564,3386665.0985495774
Converged Newton (SciPy),7294.797930435632,185754.3823022124,309949.82814067224,315568.5439545317,316958.7506076613
Direct likelihood,5295.684526457625,5450.867668942477,5326.296913681254,,
SciPy Brent,17404.0154996196,24503.863772750472,24622.882016912572,,
Sra two-step (CUSF),12959.075586948573,682062.7778184613,3764560.554550155,4523155.494674878,5322691.550961438
Sra two-step (SciPy),13816.926091750556,303618.28054764203,467733.417627866,474213.8614733602,476393.8801294871
