dimension,kappa_true,num_samples,seed,r_bar,banerjee,sra_two_step,cusf_converged,scipy_brentq,direct_likelihood,newton_iterations,newton_converged
4096,50.0,10000,10,0.015838555492849956,64.89099787080573,64.89099390251776,64.89099390233693,nan,64.89088897650899,1,True
4096,50.0,10000,11,0.015855549384045868,64.96065729930511,64.96065331806567,64.96065331812008,nan,64.96059929505302,1,True
4096,50.0,10000,12,0.015752863345372667,64.53974006451604,64.53973616012904,64.53973616027335,nan,64.5395793977182,1,True
4096,50.0,10000,13,0.015727135529126652,64.43428059216821,64.43427670701841,64.43427670698124,nan,64.43418635739471,1,True
4096,50.0,10000,14,0.015784348349392213,64.66879885661663,64.66879492880216,64.66879492889701,nan,64.66874654315407,1,True
4096,50.0,10000,15,0.015979305190281342,65.46794644649982,65.46794237141218,65.46794237149476,nan,65.46787077397391,1,True
4096,50.0,10000,16,0.015772357298066166,64.61964682137489,64.61964290254447,64.61964290266963,nan,64.61950376973994,1,True
4096,50.0,10000,17,0.01586494494208227,64.99917055192005,64.99916656363247,64.99916656363419,nan,64.99900301422616,1,True
4096,50.0,10000,18,0.01583585699547738,64.87993650724276,64.8799325408522,64.87993254085826,nan,64.87986931071077,1,True
4096,50.0,10000,19,0.015596464194656564,63.89865687629817,63.89865308700903,63.89865308709751,nan,63.89857056672825,1,True
