statistic,null,p,n,quantile,value,method,reps,seed,tool_version
kappa_hat,uniform,1024,100,0.95,107.26017440223131,closed_form,,,0.1.0
kappa_hat,uniform,1024,100,0.99,108.87617838379839,closed_form,,,0.1.0
kappa_hat,uniform,1024,500,0.5,45.87126916635569,closed_form,,,0.1.0
kappa_hat,uniform,1024,500,0.9,47.18215211856552,closed_form,,,0.1.0
kappa_hat,uniform,1024,500,0.95,47.556046870522934,closed_form,,,0.1.0
kappa_hat,uniform,1024,500,0.99,48.26008384133949,closed_form,,,0.1.0
kappa_hat,uniform,1024,700,0.5,38.74617074714749,closed_form,,,0.1.0
kappa_hat,uniform,1024,700,0.9,39.85212083129555,closed_form,,,0.1.0
kappa_hat,uniform,1024,700,0.95,40.167543715601326,closed_form,,,0.1.0
kappa_hat,uniform,1024,700,0.99,40.761454515848975,closed_form,,,0.1.0
kappa_hat,uniform,1024,1000,0.5,32.40350122901513,closed_form,,,0.1.0
kappa_hat,uniform,1024,1000,0.9,33.327585057470905,closed_form,,,0.1.0
kappa_hat,uniform,1024,1000,0.95,33.59112607254463,closed_form,,,0.1.0
kappa_hat,uniform,1024,1000,0.99,34.08733284772537,closed_form,,,0.1.0
kappa_hat,uniform,1024,10000,0.5,10.237687618527039,closed_form,,,0.1.0
kappa_hat,uniform,1024,10000,0.9,10.529099991132659,closed_form,,,0.1.0
kappa_hat,uniform,1024,10000,0.95,10.61220000799178,closed_form,,,0.1.0
kappa_hat,uniform,1024,10000,0.99,10.768654180190085,closed_form,,,0.1.0
kappa_hat,uniform,2048,50,0.5,295.4860551218111,closed_form,,,0.1.0
kappa_hat,uniform,2048,50,0.9,301.67295231677934,closed_form,,,0.1.0
kappa_hat,uniform,2048,50,0.95,303.43701657039156,closed_form,,,0.1.0
kappa_hat,uniform,2048,50,0.99,306.75819812452,closed_form,,,0.1.0
kappa_hat,uniform,2048,70,0.5,248.2853948240422,closed_form,,,0.1.0
kappa_hat,uniform,2048,70,0.9,253.42317728728207,closed_form,,,0.1.0
kappa_hat,uniform,2048,70,0.95,254.88744292504748,closed_form,,,0.1.0
kappa_hat,uniform,2048,70,0.99,257.6433877269411,closed_form,,,0.1.0
kappa_hat,uniform,2048,100,0.5,206.8323386258,closed_form,,,0.1.0
kappa_hat,uniform,2048,100,0.9,211.07472856663583,closed_form,,,0.1.0
kappa_hat,uniform,2048,100,0.95,212.28339735122546,closed_form,,,0.1.0
kappa_hat,uniform,2048,100,0.99,214.5577754121757,closed_form,,,0.1.0
kappa_hat,uniform,2048,500,0.5,91.75771431332801,closed_form,,,0.1.0
kappa_hat,uniform,2048,500,0.9,93.60904059901802,closed_form,,,0.1.0
kappa_hat,uniform,2048,500,0.95,94.13615601048485,closed_form,,,0.1.0
kappa_hat,uniform,2048,500,0.99,95.12763617471603,closed_form,,,0.1.0
kappa_hat,uniform,2048,700,0.5,77.5051028171175,closed_form,,,0.1.0
kappa_hat,uniform,2048,700,0.9,79.06702689487331,closed_form,,,0.1.0
kappa_hat,uniform,2048,700,0.95,79.5117228266939,closed_form,,,0.1.0
kappa_hat,uniform,2048,700,0.99,80.34815141380942,closed_form,,,0.1.0
kappa_hat,uniform,2048,1000,0.5,64.81763875733611,closed_form,,,0.1.0
kappa_hat,uniform,2048,1000,0.9,66.12272666881191,closed_form,,,0.1.0
kappa_hat,uniform,2048,1000,0.95,66.49428617422541,closed_form,,,0.1.0
kappa_hat,uniform,2048,1000,0.99,67.19313724845898,closed_form,,,0.1.0
kappa_hat,uniform,2048,10000,0.5,20.478711796076077,closed_form,,,0.1.0
kappa_hat,uniform,2048,10000,0.9,20.890282809856505,closed_form,,,0.1.0
kappa_hat,uniform,2048,10000,0.95,21.007449101899077,closed_form,,,0.1.0
kappa_hat,uniform,2048,10000,0.99,21.22781232270099,closed_form,,,0.1.0
kappa_hat,uniform,4096,50,0.5,591.0278246212008,closed_form,,,0.1.0
kappa_hat,uniform,4096,50,0.9,599.7662867669916,closed_form,,,0.1.0
kappa_hat,uniform,4096,50,0.95,602.2536921106172,closed_form,,,0.1.0
kappa_hat,uniform,4096,50,0.99,606.9317561936409,closed_form,,,0.1.0
kappa_hat,uniform,4096,70,0.5,496.61578906429065,closed_form,,,0.1.0
kappa_hat,uniform,4096,70,0.9,503.8731416709258,closed_form,,,0.1.0
kappa_hat,uniform,4096,70,0.95,505.93828864225407,closed_form,,,0.1.0
kappa_hat,uniform,4096,70,0.99,509.8214128928768,closed_form,,,0.1.0
kappa_hat,uniform,4096,100,0.5,413.70102439851235,closed_form,,,0.1.0
kappa_hat,uniform,4096,100,0.9,419.69400937647805,closed_form,,,0.1.0
kappa_hat,uniform,4096,100,0.95,421.3989616067903,closed_form,,,0.1.0
kappa_hat,uniform,4096,100,0.99,424.60431443059946,closed_form,,,0.1.0
kappa_hat,uniform,4096,500,0.5,183.53060449046765,closed_form,,,0.1.0
kappa_hat,uniform,4096,500,0.9,186.1462041498321,closed_form,,,0.1.0
kappa_hat,uniform,4096,500,0.95,186.88998939889115,closed_form,,,0.1.0
kappa_hat,uniform,4096,500,0.99,188.28792530859354,closed_form,,,0.1.0
kappa_hat,uniform,4096,700,0.5,155.0229667604633,closed_form,,,0.1.0
kappa_hat,uniform,4096,700,0.9,157.22971190531138,closed_form,,,0.1.0
kappa_hat,uniform,4096,700,0.95,157.85721336942584,closed_form,,,0.1.0
kappa_hat,uniform,4096,700,0.99,159.0365712648205,closed_form,,,0.1.0
kappa_hat,uniform,4096,1000,0.5,129.64591358768544,closed_form,,,0.1.0
kappa_hat,uniform,4096,1000,0.9,131.4898035128248,closed_form,,,0.1.0
kappa_hat,uniform,4096,1000,0.95,132.0141124545644,closed_form,,,0.1.0
kappa_hat,uniform,4096,1000,0.99,132.9995101088606,closed_form,,,0.1.0
kappa_hat,uniform,4096,10000,0.5,40.96076003850734,closed_form,,,0.1.0
kappa_hat,uniform,4096,10000,0.9,41.542255359504765,closed_form,,,0.1.0
kappa_hat,uniform,4096,10000,0.95,41.70759496500793,closed_form,,,0.1.0
kappa_hat,uniform,4096,10000,0.99,42.018327887986636,closed_form,,,0.1.0
kappa_hat,uniform,8192,50,0.5,1182.1113689222327,closed_form,,,0.1.0
kappa_hat,uniform,8192,50,0.9,1194.4581503605616,closed_form,,,0.1.0
kappa_hat,uniform,8192,50,0.95,1197.968469577059,closed_form,,,0.1.0
kappa_hat,uniform,8192,50,0.99,1204.5653607566665,closed_form,,,0.1.0
kappa_hat,uniform,8192,70,0.5,993.2765806057787,closed_form,,,0.1.0
kappa_hat,uniform,8192,70,0.9,1003.5313605161422,closed_form,,,0.1.0
kappa_hat,uniform,8192,70,0.95,1006.4462454268352,closed_form,,,0.1.0
kappa_hat,uniform,8192,70,0.99,1011.9233553562437,closed_form,,,0.1.0
kappa_hat,uniform,8192,100,0.5,827.4383975881419,closed_form,,,0.1.0
kappa_hat,uniform,8192,100,0.9,835.9070284956304,closed_form,,,0.1.0
kappa_hat,uniform,8192,100,0.95,838.3138019509893,closed_form,,,0.1.0
kappa_hat,uniform,8192,100,0.99,842.8356758102483,closed_form,,,0.1.0
kappa_hat,uniform,8192,500,0.5,367.0763847887652,closed_form,,,0.1.0
kappa_hat,uniform,8192,500,0.9,370.7728095443972,closed_form,,,0.1.0
kappa_hat,uniform,8192,500,0.95,371.82300008826803,closed_form,,,0.1.0
kappa_hat,uniform,8192,500,0.99,373.79571506176563,closed_form,,,0.1.0
kappa_hat,uniform,8192,700,0.5,310.05869454951426,closed_form,,,0.1.0
kappa_hat,uniform,8192,700,0.9,313.1773375455632,closed_form,,,0.1.0
kappa_hat,uniform,8192,700,0.95,314.063354896931,closed_form,,,0.1.0
kappa_hat,uniform,8192,700,0.99,315.72765741115455,closed_form,,,0.1.0
kappa_hat,uniform,8192,1000,0.5,259.30246313517176,closed_form,,,0.1.0
kappa_hat,uniform,8192,1000,0.9,261.9083204732685,closed_form,,,0.1.0
kappa_hat,uniform,8192,1000,0.95,262.6486412726938,closed_form,,,0.1.0
kappa_hat,uniform,8192,1000,0.99,264.03925127635637,closed_form,,,0.1.0
kappa_hat,uniform,8192,10000,0.5,81.92485646693585,closed_form,,,0.1.0
kappa_hat,uniform,8192,10000,0.9,82.74665697661875,closed_form,,,0.1.0
kappa_hat,uniform,8192,10000,0.95,82.9801212893112,closed_form,,,0.1.0
kappa_hat,uniform,8192,10000,0.99,83.4186481031998,closed_form,,,0.1.0
mean_cosine,uniform,64,50,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,64,50,0.9,0.022654845060920577,closed_form,,,0.1.0
mean_cosine,uniform,64,50,0.95,0.029077178841916837,closed_form,,,0.1.0
mean_cosine,uniform,64,50,0.99,0.04112440892832967,closed_form,,,0.1.0
mean_cosine,uniform,64,70,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,64,70,0.9,0.019146838693452347,closed_form,,,0.1.0
mean_cosine,uniform,64,70,0.95,0.024574701413748016,closed_form,,,0.1.0
mean_cosine,uniform,64,70,0.99,0.034756469178973216,closed_form,,,0.1.0
mean_cosine,uniform,64,100,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,64,100,0.9,0.016019394569307503,closed_form,,,0.1.0
mean_cosine,uniform,64,100,0.95,0.020560670336893398,closed_form,,,0.1.0
mean_cosine,uniform,64,100,0.99,0.02907934842551051,closed_form,,,0.1.0
mean_cosine,uniform,64,500,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,64,500,0.9,0.007164091043072509,closed_form,,,0.1.0
mean_cosine,uniform,64,500,0.95,0.009195011307251429,closed_form,,,0.1.0
mean_cosine,uniform,64,500,0.99,0.013004679964168596,closed_form,,,0.1.0
mean_cosine,uniform,64,700,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,64,700,0.9,0.006054762026315188,closed_form,,,0.1.0
mean_cosine,uniform,64,700,0.95,0.007771202928600365,closed_form,,,0.1.0
mean_cosine,uniform,64,700,0.99,0.010990960603099781,closed_form,,,0.1.0
mean_cosine,uniform,64,1000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,64,1000,0.9,0.005065777357594378,closed_form,,,0.1.0
mean_cosine,uniform,64,1000,0.95,0.006501854848444466,closed_form,,,0.1.0
mean_cosine,uniform,64,1000,0.99,0.009195697389824443,closed_form,,,0.1.0
mean_cosine,uniform,64,10000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,64,10000,0.9,0.0016019394569307505,closed_form,,,0.1.0
mean_cosine,uniform,64,10000,0.95,0.00205606703368934,closed_form,,,0.1.0
mean_cosine,uniform,64,10000,0.99,0.002907934842551051,closed_form,,,0.1.0
mean_cosine,uniform,128,50,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,128,50,0.9,0.016019394569307503,closed_form,,,0.1.0
mean_cosine,uniform,128,50,0.95,0.020560670336893398,closed_form,,,0.1.0
mean_cosine,uniform,128,50,0.99,0.02907934842551051,closed_form,,,0.1.0
mean_cosine,uniform,128,70,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,128,70,0.9,0.01353885947842513,closed_form,,,0.1.0
mean_cosine,uniform,128,70,0.95,0.01737693801529586,closed_form,,,0.1.0
mean_cosine,uniform,128,70,0.99,0.024576535046553195,closed_form,,,0.1.0
mean_cosine,uniform,128,100,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,128,100,0.9,0.011327422530460289,closed_form,,,0.1.0
mean_cosine,uniform,128,100,0.95,0.014538589420958418,closed_form,,,0.1.0
mean_cosine,uniform,128,100,0.99,0.020562204464164836,closed_form,,,0.1.0
mean_cosine,uniform,128,500,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,128,500,0.9,0.005065777357594378,closed_form,,,0.1.0
mean_cosine,uniform,128,500,0.95,0.006501854848444466,closed_form,,,0.1.0
mean_cosine,uniform,128,500,0.99,0.009195697389824443,closed_form,,,0.1.0
mean_cosine,uniform,128,700,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,128,700,0.9,0.0042813632872782705,closed_form,,,0.1.0
mean_cosine,uniform,128,700,0.95,0.005495070288790075,closed_form,,,0.1.0
mean_cosine,uniform,128,700,0.99,0.007771782774206041,closed_form,,,0.1.0
mean_cosine,uniform,128,1000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,128,1000,0.9,0.0035820455215362546,closed_form,,,0.1.0
mean_cosine,uniform,128,1000,0.95,0.004597505653625714,closed_form,,,0.1.0
mean_cosine,uniform,128,1000,0.99,0.006502339982084298,closed_form,,,0.1.0
mean_cosine,uniform,128,10000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,128,10000,0.9,0.001132742253046029,closed_form,,,0.1.0
mean_cosine,uniform,128,10000,0.95,0.0014538589420958418,closed_form,,,0.1.0
mean_cosine,uniform,128,10000,0.99,0.0020562204464164833,closed_form,,,0.1.0
mean_cosine,uniform,256,50,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,256,50,0.9,0.011327422530460289,closed_form,,,0.1.0
mean_cosine,uniform,256,50,0.95,0.014538589420958418,closed_form,,,0.1.0
mean_cosine,uniform,256,50,0.99,0.020562204464164836,closed_form,,,0.1.0
mean_cosine,uniform,256,70,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,256,70,0.9,0.009573419346726173,closed_form,,,0.1.0
mean_cosine,uniform,256,70,0.95,0.012287350706874008,closed_form,,,0.1.0
mean_cosine,uniform,256,70,0.99,0.017378234589486608,closed_form,,,0.1.0
mean_cosine,uniform,256,100,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,256,100,0.9,0.008009697284653752,closed_form,,,0.1.0
mean_cosine,uniform,256,100,0.95,0.010280335168446699,closed_form,,,0.1.0
mean_cosine,uniform,256,100,0.99,0.014539674212755255,closed_form,,,0.1.0
mean_cosine,uniform,256,500,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,256,500,0.9,0.0035820455215362546,closed_form,,,0.1.0
mean_cosine,uniform,256,500,0.95,0.004597505653625714,closed_form,,,0.1.0
mean_cosine,uniform,256,500,0.99,0.006502339982084298,closed_form,,,0.1.0
mean_cosine,uniform,256,700,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,256,700,0.9,0.003027381013157594,closed_form,,,0.1.0
mean_cosine,uniform,256,700,0.95,0.0038856014643001823,closed_form,,,0.1.0
mean_cosine,uniform,256,700,0.99,0.005495480301549891,closed_form,,,0.1.0
mean_cosine,uniform,256,1000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,256,1000,0.9,0.002532888678797189,closed_form,,,0.1.0
mean_cosine,uniform,256,1000,0.95,0.003250927424222233,closed_form,,,0.1.0
mean_cosine,uniform,256,1000,0.99,0.004597848694912221,closed_form,,,0.1.0
mean_cosine,uniform,256,10000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,256,10000,0.9,0.0008009697284653753,closed_form,,,0.1.0
mean_cosine,uniform,256,10000,0.95,0.00102803351684467,closed_form,,,0.1.0
mean_cosine,uniform,256,10000,0.99,0.0014539674212755256,closed_form,,,0.1.0
mean_cosine,uniform,512,50,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,512,50,0.9,0.008009697284653752,closed_form,,,0.1.0
mean_cosine,uniform,512,50,0.95,0.010280335168446699,closed_form,,,0.1.0
mean_cosine,uniform,512,50,0.99,0.014539674212755255,closed_form,,,0.1.0
mean_cosine,uniform,512,70,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,512,70,0.9,0.006769429739212565,closed_form,,,0.1.0
mean_cosine,uniform,512,70,0.95,0.00868846900764793,closed_form,,,0.1.0
mean_cosine,uniform,512,70,0.99,0.012288267523276598,closed_form,,,0.1.0
mean_cosine,uniform,512,100,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,512,100,0.9,0.005663711265230144,closed_form,,,0.1.0
mean_cosine,uniform,512,100,0.95,0.007269294710479209,closed_form,,,0.1.0
mean_cosine,uniform,512,100,0.99,0.010281102232082418,closed_form,,,0.1.0
mean_cosine,uniform,512,500,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,512,500,0.9,0.002532888678797189,closed_form,,,0.1.0
mean_cosine,uniform,512,500,0.95,0.003250927424222233,closed_form,,,0.1.0
mean_cosine,uniform,512,500,0.99,0.004597848694912221,closed_form,,,0.1.0
mean_cosine,uniform,512,700,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,512,700,0.9,0.0021406816436391352,closed_form,,,0.1.0
mean_cosine,uniform,512,700,0.95,0.0027475351443950373,closed_form,,,0.1.0
mean_cosine,uniform,512,700,0.99,0.0038858913871030205,closed_form,,,0.1.0
mean_cosine,uniform,512,1000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,512,1000,0.9,0.0017910227607681273,closed_form,,,0.1.0
mean_cosine,uniform,512,1000,0.95,0.002298752826812857,closed_form,,,0.1.0
mean_cosine,uniform,512,1000,0.99,0.003251169991042149,closed_form,,,0.1.0
mean_cosine,uniform,512,10000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,512,10000,0.9,0.0005663711265230145,closed_form,,,0.1.0
mean_cosine,uniform,512,10000,0.95,0.0007269294710479209,closed_form,,,0.1.0
mean_cosine,uniform,512,10000,0.99,0.0010281102232082417,closed_form,,,0.1.0
mean_cosine,uniform,1024,50,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,1024,50,0.9,0.005663711265230144,closed_form,,,0.1.0
mean_cosine,uniform,1024,50,0.95,0.007269294710479209,closed_form,,,0.1.0
mean_cosine,uniform,1024,50,0.99,0.010281102232082418,closed_form,,,0.1.0
mean_cosine,uniform,1024,70,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,1024,70,0.9,0.004786709673363087,closed_form,,,0.1.0
mean_cosine,uniform,1024,70,0.95,0.006143675353437004,closed_form,,,0.1.0
mean_cosine,uniform,1024,70,0.99,0.008689117294743304,closed_form,,,0.1.0
mean_cosine,uniform,1024,100,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,1024,100,0.9,0.004004848642326876,closed_form,,,0.1.0
mean_cosine,uniform,1024,100,0.95,0.0051401675842233496,closed_form,,,0.1.0
mean_cosine,uniform,1024,100,0.99,0.0072698371063776275,closed_form,,,0.1.0
mean_cosine,uniform,1024,500,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,1024,500,0.9,0.0017910227607681273,closed_form,,,0.1.0
mean_cosine,uniform,1024,500,0.95,0.002298752826812857,closed_form,,,0.1.0
mean_cosine,uniform,1024,500,0.99,0.003251169991042149,closed_form,,,0.1.0
mean_cosine,uniform,1024,700,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,1024,700,0.9,0.001513690506578797,closed_form,,,0.1.0
mean_cosine,uniform,1024,700,0.95,0.0019428007321500912,closed_form,,,0.1.0
mean_cosine,uniform,1024,700,0.99,0.0027477401507749453,closed_form,,,0.1.0
mean_cosine,uniform,1024,1000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,1024,1000,0.9,0.0012664443393985945,closed_form,,,0.1.0
mean_cosine,uniform,1024,1000,0.95,0.0016254637121111166,closed_form,,,0.1.0
mean_cosine,uniform,1024,1000,0.99,0.0022989243474561107,closed_form,,,0.1.0
mean_cosine,uniform,1024,10000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,1024,10000,0.9,0.00040048486423268763,closed_form,,,0.1.0
mean_cosine,uniform,1024,10000,0.95,0.000514016758422335,closed_form,,,0.1.0
mean_cosine,uniform,1024,10000,0.99,0.0007269837106377628,closed_form,,,0.1.0
mean_cosine,uniform,2048,50,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,2048,50,0.9,0.004004848642326876,closed_form,,,0.1.0
mean_cosine,uniform,2048,50,0.95,0.0051401675842233496,closed_form,,,0.1.0
mean_cosine,uniform,2048,50,0.99,0.0072698371063776275,closed_form,,,0.1.0
mean_cosine,uniform,2048,70,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,2048,70,0.9,0.0033847148696062824,closed_form,,,0.1.0
mean_cosine,uniform,2048,70,0.95,0.004344234503823965,closed_form,,,0.1.0
mean_cosine,uniform,2048,70,0.99,0.006144133761638299,closed_form,,,0.1.0
mean_cosine,uniform,2048,100,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,2048,100,0.9,0.002831855632615072,closed_form,,,0.1.0
mean_cosine,uniform,2048,100,0.95,0.0036346473552396046,closed_form,,,0.1.0
mean_cosine,uniform,2048,100,0.99,0.005140551116041209,closed_form,,,0.1.0
mean_cosine,uniform,2048,500,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,2048,500,0.9,0.0012664443393985945,closed_form,,,0.1.0
mean_cosine,uniform,2048,500,0.95,0.0016254637121111166,closed_form,,,0.1.0
mean_cosine,uniform,2048,500,0.99,0.0022989243474561107,closed_form,,,0.1.0
mean_cosine,uniform,2048,700,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,2048,700,0.9,0.0010703408218195676,closed_form,,,0.1.0
mean_cosine,uniform,2048,700,0.95,0.0013737675721975187,closed_form,,,0.1.0
mean_cosine,uniform,2048,700,0.99,0.0019429456935515102,closed_form,,,0.1.0
mean_cosine,uniform,2048,1000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,2048,1000,0.9,0.0008955113803840636,closed_form,,,0.1.0
mean_cosine,uniform,2048,1000,0.95,0.0011493764134064286,closed_form,,,0.1.0
mean_cosine,uniform,2048,1000,0.99,0.0016255849955210744,closed_form,,,0.1.0
mean_cosine,uniform,2048,10000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,2048,10000,0.9,0.00028318556326150724,closed_form,,,0.1.0
mean_cosine,uniform,2048,10000,0.95,0.00036346473552396045,closed_form,,,0.1.0
mean_cosine,uniform,2048,10000,0.99,0.0005140551116041208,closed_form,,,0.1.0
mean_cosine,uniform,4096,50,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,4096,50,0.9,0.002831855632615072,closed_form,,,0.1.0
mean_cosine,uniform,4096,50,0.95,0.0036346473552396046,closed_form,,,0.1.0
mean_cosine,uniform,4096,50,0.99,0.005140551116041209,closed_form,,,0.1.0
mean_cosine,uniform,4096,70,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,4096,70,0.9,0.0023933548366815434,closed_form,,,0.1.0
mean_cosine,uniform,4096,70,0.95,0.003071837676718502,closed_form,,,0.1.0
mean_cosine,uniform,4096,70,0.99,0.004344558647371652,closed_form,,,0.1.0
mean_cosine,uniform,4096,100,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,4096,100,0.9,0.002002424321163438,closed_form,,,0.1.0
mean_cosine,uniform,4096,100,0.95,0.0025700837921116748,closed_form,,,0.1.0
mean_cosine,uniform,4096,100,0.99,0.0036349185531888138,closed_form,,,0.1.0
mean_cosine,uniform,4096,500,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,4096,500,0.9,0.0008955113803840636,closed_form,,,0.1.0
mean_cosine,uniform,4096,500,0.95,0.0011493764134064286,closed_form,,,0.1.0
mean_cosine,uniform,4096,500,0.99,0.0016255849955210744,closed_form,,,0.1.0
mean_cosine,uniform,4096,700,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,4096,700,0.9,0.0007568452532893985,closed_form,,,0.1.0
mean_cosine,uniform,4096,700,0.95,0.0009714003660750456,closed_form,,,0.1.0
mean_cosine,uniform,4096,700,0.99,0.0013738700753874726,closed_form,,,0.1.0
mean_cosine,uniform,4096,1000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,4096,1000,0.9,0.0006332221696992973,closed_form,,,0.1.0
mean_cosine,uniform,4096,1000,0.95,0.0008127318560555583,closed_form,,,0.1.0
mean_cosine,uniform,4096,1000,0.99,0.0011494621737280553,closed_form,,,0.1.0
mean_cosine,uniform,4096,10000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,4096,10000,0.9,0.00020024243211634382,closed_form,,,0.1.0
mean_cosine,uniform,4096,10000,0.95,0.0002570083792111675,closed_form,,,0.1.0
mean_cosine,uniform,4096,10000,0.99,0.0003634918553188814,closed_form,,,0.1.0
mean_cosine,uniform,8192,50,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,8192,50,0.9,0.002002424321163438,closed_form,,,0.1.0
mean_cosine,uniform,8192,50,0.95,0.0025700837921116748,closed_form,,,0.1.0
mean_cosine,uniform,8192,50,0.99,0.0036349185531888138,closed_form,,,0.1.0
mean_cosine,uniform,8192,70,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,8192,70,0.9,0.0016923574348031412,closed_form,,,0.1.0
mean_cosine,uniform,8192,70,0.95,0.0021721172519119825,closed_form,,,0.1.0
mean_cosine,uniform,8192,70,0.99,0.0030720668808191494,closed_form,,,0.1.0
mean_cosine,uniform,8192,100,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,8192,100,0.9,0.001415927816307536,closed_form,,,0.1.0
mean_cosine,uniform,8192,100,0.95,0.0018173236776198023,closed_form,,,0.1.0
mean_cosine,uniform,8192,100,0.99,0.0025702755580206045,closed_form,,,0.1.0
mean_cosine,uniform,8192,500,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,8192,500,0.9,0.0006332221696992973,closed_form,,,0.1.0
mean_cosine,uniform,8192,500,0.95,0.0008127318560555583,closed_form,,,0.1.0
mean_cosine,uniform,8192,500,0.99,0.0011494621737280553,closed_form,,,0.1.0
mean_cosine,uniform,8192,700,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,8192,700,0.9,0.0005351704109097838,closed_form,,,0.1.0
mean_cosine,uniform,8192,700,0.95,0.0006868837860987593,closed_form,,,0.1.0
mean_cosine,uniform,8192,700,0.99,0.0009714728467757551,closed_form,,,0.1.0
mean_cosine,uniform,8192,1000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,8192,1000,0.9,0.0004477556901920318,closed_form,,,0.1.0
mean_cosine,uniform,8192,1000,0.95,0.0005746882067032143,closed_form,,,0.1.0
mean_cosine,uniform,8192,1000,0.99,0.0008127924977605372,closed_form,,,0.1.0
mean_cosine,uniform,8192,10000,0.5,0.0,closed_form,,,0.1.0
mean_cosine,uniform,8192,10000,0.9,0.00014159278163075362,closed_form,,,0.1.0
mean_cosine,uniform,8192,10000,0.95,0.00018173236776198023,closed_form,,,0.1.0
mean_cosine,uniform,8192,10000,0.99,0.0002570275558020604,closed_form,,,0.1.0
r_bar,mean_removed,128,70,0.5,0.001386867383872873,monte_carlo,2000,616,0.1.0
r_bar,mean_removed,128,70,0.95,0.0017575178270838156,monte_carlo,2000,616,0.1.0
kappa_hat,mean_removed,128,70,0.5,0.17751936390918363,monte_carlo,2000,616,0.1.0
kappa_hat,mean_removed,128,70,0.95,0.22496297131929832,monte_carlo,2000,616,0.1.0
r_bar,mean_removed,128,700,0.5,0.0002435251544736626,monte_carlo,2000,616,0.1.0
r_bar,mean_removed,128,700,0.95,0.0002785648505288106,monte_carlo,2000,616,0.1.0
kappa_hat,mean_removed,128,700,0.5,0.03117122160678041,monte_carlo,2000,616,0.1.0
kappa_hat,mean_removed,128,700,0.95,0.035656303612942926,monte_carlo,2000,616,0.1.0
r_bar,mean_removed,512,70,0.5,0.0006430287743982119,monte_carlo,2000,616,0.1.0
r_bar,mean_removed,512,70,0.95,0.0007691734963852701,monte_carlo,2000,616,0.1.0
kappa_hat,mean_removed,512,70,0.5,0.32923086835837634,monte_carlo,2000,616,0.1.0
kappa_hat,mean_removed,512,70,0.95,0.39381706268734606,monte_carlo,2000,616,0.1.0
